"Site.Name","observer","observer_no","date","obs_time","phone_location","species","waypoint_ID","x_observer","y_observer","left_or_right","transect_bearing","right_angle","bearing_to_animal","distance_to_animal","distance_on_transect","obs_type","color_morph","behavior","tree_species","n_animals","comments","seen_by_obs1","seen_by_obs2","seen_by_both","TAXON_ID","SCIENTIFIC_NAME","X-coordinate (easting or longitude)","Y-coordinate (easting or longitude)","obs_n"
"ARI BBRR 20","CS",1,"24/08/2022","20:42:00","-37.3148783,148.998425","Sugar Glider","aribrr20cs2","",NA,"left",210,"Yes",180,22,500,"s","grey","idle","Eucalyptus sieberiana ",1,"",1,0,NA,11138,"Petaurus breviceps",148.998425,37.3148783,1
"ARI BBRR 20","BW",2,"24/08/2022","20:34:00","-37.3136817,148.9978083","Southern Greater Glider","ARI 20 BW 3","37.313575",148.998039,"right",160,"No",175,29,336,"s","brown","idle","Eucalyptus sieberi ",1,"",1,1,1,11133,"Petauroides volans",148.9978083,37.3136817,2
"ARI BBRR 20","BW",2,"24/08/2022","20:29:00","-37.3133833,148.998025","Southern Greater Glider","ARI 20 BW 2","37.313428",148.998028,"right",160,"Yes",NA,11.1,314,"s","brown","idle","Eucalyptus sieberi ",1,"",1,1,1,11133,"Petauroides volans",148.998025,37.3133833,3
"ARI BBRR 20","CS",1,"24/08/2022","20:15:00","-37.313275,148.99802","Southern Greater Glider","aribrr20cs2","37.313173",148.997978,"right",210,"No",180,13.8,244,"s","grey","idle","Eucalyptus sieberiana ",1,"",1,1,1,11133,"Petauroides volans",148.99802,37.313275,4
"ARI BBRR 20","CS",1,"24/08/2022","20:15:00","-37.3129767,148.99796","Southern Greater Glider","aribrr20cs1","37.313034",148.997961,"right",210,"Yes",NA,69.8,226,"s","grey","idle","Eucalyptus sieberiana ",1,"",1,1,1,11133,"Petauroides volans",148.99796,37.3129767,5
"ARI BBRR 20","BW",2,"24/08/2022","20:05:00","-37.3123017,148.997235","Southern Greater Glider","ARI 20 BW","37.312272",148.997193,"right",90,"Yes",NA,20.6,113,"s","black","moving","Eucalyptus denticulata ",1,"",1,0,NA,11133,"Petauroides volans",148.997235,37.3123017,6
"ARI BBRR 26","CS",2,"22/08/2022","22:30:00","-37.2046683,148.9658417","Southern Greater Glider","Ari 26bw3","37.204679",148.965477,"left",46,"Yes",NA,55,485,"s","black","idle","eucalyptus ",1,"",1,0,NA,11133,"Petauroides volans",148.9658417,37.2046683,7
"ARI BBRR 26","CS",2,"22/08/2022","22:26:00","-37.2038083,148.9672533","Mountain Brush-tailed Possum","","",NA,"right",46,"Yes",NA,440,100,"h","brown","idle","",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.9672533,37.2038083,8
"ARI BBRR 26","CS",2,"22/08/2022","22:19:00","-37.2051367,148.9643533","Southern Greater Glider","Ari 26bw2","37.20524",148.964311,"left",46,"Yes",NA,19.1,355,"s","brown","idle","eucalyptus croajingolensis ",2,"",1,1,1,11133,"Petauroides volans",148.9643533,37.2051367,9
"ARI BBRR 26","JS",1,"22/08/2022","22:03:00"," -37.2076283,148.9625217","Southern Greater Glider","","37.205273",148.964148,"left",45,"No",5,18.6,360,"s","black","idle","",2,"",1,1,1,11133,"Petauroides volans",148.9625217,37.2076283,10
"ARI BBRR 26","CS",2,"22/08/2022","21:30:00","-37.2074883,148.962435","Southern Greater Glider","Ari 26bw1","37.207573",148.962663,"right",350,"Yes",NA,30.3,25,"s","brown","idle","Eucalyptus denticulata ",1,"",1,0,NA,11133,"Petauroides volans",148.962435,37.2074883,11
"ARI BBRR 26","JS",1,"22/08/2022","21:18:00"," -37.2076283,148.9625217","Sugar Glider","","",NA,"left",350,"Yes",NA,NA,12,"s","grey","moving","Eucalyptus ",1,"",1,0,NA,11138,"Petaurus breviceps",148.9625217,37.2076283,12
"ARI BBRR 26","JS",1,"22/08/2022","21:13:00","-37.207575,148.9622267","Domestic Cat (feral)","","",NA,"right",350,"Yes",NA,NA,0,"h","grey","idle","Eucalyptus ",1,"",1,0,NA,11536,"Felis catus",148.9622267,37.207575,13
"ARI BBRR 35","CS",1,"22/08/2022","19:06:00","-37.18222,148.9853533","Mountain Brush-tailed Possum","","",NA,"left",110,"Yes",NA,57.9,350,"s","grey","idle","ground",2,"",1,0,NA,11115,"Trichosurus cunninghami",148.9853533,37.18222,14
"ARI BBRR 35","JS",2,"22/08/2022","19:11:00","-37.1822583,148.982685","Sugar Glider","","",NA,"left",110,"Yes",NA,34.6,23,"s","grey","moving","Eucalyptus ",1,"",1,0,NA,11138,"Petaurus breviceps",148.982685,37.1822583,15
"ARI BBRR 35","CS",1,"22/08/2022","19:06:00","-37.1823333,148.983395","Sugar Glider","","",NA,"right",110,"Yes",NA,21.8,55,"s","grey","idle","Eucalyptus croajingolensis ",1,"",1,0,NA,11138,"Petaurus breviceps",148.983395,37.1823333,16
"T3P1","BW",2,"21/08/2022","21:27:00","-37.2530667,148.8472817","Mountain Brush-tailed Possum","","",NA,"left",308,"Yes",NA,23,304,"s","grey","idle","Acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8472817,37.2530667,17
"T3P1","BW",2,"21/08/2022","21:27:00","-37.253475,148.8476683","Sugar Glider","","",NA,"left",308,"Yes",NA,15,225,"s","grey","idle","Eucalyptus ",1,"gliding ",1,0,NA,11138,"Petaurus breviceps",148.8476683,37.253475,18
"T3P1","BW",2,"21/08/2022","21:27:00","-37.2535933,148.8474917","Australian Owlet-nightjar","","",NA,"right",308,"Yes",NA,100,218,"h","grey","idle","Eucalyptus ",1,"",1,0,NA,10317,"Aegotheles cristatus",148.8474917,37.2535933,19
"T3P1","BW",2,"21/08/2022","21:00:00","-37.25551,148.8487083","Yellow-bellied Glider","","",NA,"right",308,"Yes",NA,100,23,"h","grey","idle","Eucalyptus ",1,"",1,0,NA,11136,"Petaurus australis",148.8487083,37.25551,20
"T3P1","BW",2,"21/08/2022","20:56:00","-37.2556033,148.8487267","Southern Boobook","","",NA,"right",308,"Yes",NA,100,1,"h","grey","idle","Eucalyptus ",1,"",1,0,NA,10242,"Ninox boobook",148.8487267,37.2556033,21
"T3P4","CS",2,"21/08/2022","19:37:00","-37.2812733,148.88423","Mountain Brush-tailed Possum","","",NA,"right",180,"Yes",NA,10.8,305,"s","grey","idle","acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.88423,37.2812733,22
"T3P4","BW",1,"21/08/2022","19:11:00","-37.278175,148.8916083","Mountain Brush-tailed Possum","","",NA,"right",184,"Yes",NA,100,111,"h","grey","idle","Acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8916083,37.278175,23
"T3P4","BW",1,"21/08/2022","19:06:00","-37.278995,148.8870817","Mountain Brush-tailed Possum","","",NA,"left",184,"Yes",NA,52.1,80,"s","grey","idle","Cassinia ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8870817,37.278995,24
"T35P5","BW",1,"20/08/2022","22:32:00","-37.1317583,148.83624","Southern Boobook","","",NA,"left",100,"Yes",NA,100,0,"h","brown","idle","",1,"",1,0,NA,10242,"Ninox boobook",148.83624,37.1317583,25
"T35P5","CS",2,"20/08/2022","22:17:00","-37.1355217,148.8316683","Southern Greater Glider","T35P5 cs2","37.135673",148.832108,"right",201,"No",274,48.1,480,"s","black","idle","Eucalyptus peppermint ",1,"",0,1,NA,11133,"Petauroides volans",148.8316683,37.1355217,26
"T35P5","CS",2,"20/08/2022","22:02:00","-37.1350067,148.8326133","Mountain Brush-tailed Possum","","",NA,"left",201,"Yes",130,51,400,"s","grey","idle","eucalyptus ",1,"",0,1,NA,11115,"Trichosurus cunninghami",148.8326133,37.1350067,27
"T35P5","CS",2,"20/08/2022","21:51:00","-37.1343617,148.8336817","Mountain Brush-tailed Possum","","",NA,"left",205,"No",130,45.6,275,"s","grey","idle","acacia dealbata ",1,"",0,1,NA,11115,"Trichosurus cunninghami",148.8336817,37.1343617,28
"T35P5","CS",2,"20/08/2022","21:49:00","-37.13416,148.8336383","Mountain Brush-tailed Possum","","",NA,"left",205,"Yes",75,25.2,275,"s","grey","idle","acacia dealbata ",1,"",0,1,NA,11115,"Trichosurus cunninghami",148.8336383,37.13416,29
"T35P5","CS",2,"20/08/2022","21:47:00","-37.1340167,148.833845","Mountain Brush-tailed Possum","","",NA,"left",205,"No",75,15,265,"s","grey","idle","Eucalyptus peppermint ",1,"",0,1,NA,11115,"Trichosurus cunninghami",148.833845,37.1340167,30
"T35P5","CS",2,"20/08/2022","21:41:00","-37.1338417,148.8338983","Southern Greater Glider","T35P5 cs1","37.134231",148.833731,"left",205,"Yes",NA,23.6,265,"s","black","idle","Eucalyptus peppermint ",1,"",0,1,NA,11133,"Petauroides volans",148.8338983,37.1338417,31
"T35P5","BW",1,"20/08/2022","21:39:00","-37.1345783,148.8331817","Southern Boobook","","",NA,"right",205,"Yes",NA,100,315,"h","brown","idle","",1,"",1,0,NA,10242,"Ninox boobook",148.8331817,37.1345783,32
"T35P5","BW",1,"20/08/2022","21:37:00","-37.1333233,148.8343233","Mountain Brush-tailed Possum","","",NA,"left",205,"Yes",NA,22,300,"s","brown","idle","Acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8343233,37.1333233,33
"T35P5","BW",1,"20/08/2022","21:34:00","-37.13397,148.8341267","Mountain Brush-tailed Possum","","",NA,"left",205,"Yes",NA,17,275,"s","brown","idle","Acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8341267,37.13397,34
"T35P5","BW",1,"20/08/2022","21:31:00","-37.1343783,148.8340117","Southern Boobook","","",NA,"left",205,"Yes",NA,100,267,"h","brown","idle","",1,"",1,0,NA,10242,"Ninox boobook",148.8340117,37.1343783,35
"T35P5","BW",1,"20/08/2022","21:30:00","-37.1343783,148.8340117","Mountain Brush-tailed Possum","","",NA,"left",205,"Yes",NA,25,267,"s","brown","idle","Eucalyptus denticulata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8340117,37.1343783,36
"T35P5","BW",1,"20/08/2022","21:06:00","-37.1324933,148.83604","Southern Greater Glider","T35P5 bw 1","37.133124",148.834774,"left",193,"Yes",NA,62.2,111,"s","brown","idle","Eucalyptus croajingolensis ",1,"",1,0,NA,11133,"Petauroides volans",148.83604,37.1324933,37
"T35P5","BW",1,"20/08/2022","20:56:00","-37.1328733,148.8343867","Sugar Glider","","",NA,"left",193,"Yes",NA,100,20,"h","grey","idle","Eucalyptus ",1,"",1,0,NA,11138,"Petaurus breviceps",148.8343867,37.1328733,38
"T3P5","BW",2,"20/08/2022","19:33:00","-37.2172667,148.900295","Common Brush-tailed Possum","","",NA,"right",254,"Yes",NA,15,470,"s","grey","idle","Eucalyptus dives",1,"",1,0,NA,11113,"Trichosurus vulpecula",148.900295,37.2172667,39
"T3P5","CS",1,"20/08/2022","19:30:00","-37.242295,148.8356367","Eastern Ring-tailed Possum","","",NA,"left",254,"No",265,33.2,500,"s","grey","idle","Eucalyptus ",1,"",1,0,NA,11129,"Pseudocheirus peregrinus",148.8356367,37.242295,40
"T3P5","CS",1,"20/08/2022","19:20:00","-37.2422933,148.8364017","Mountain Brush-tailed Possum","","",NA,"right",254,"No",315,20.2,420,"s","grey","idle","Eucalyptus ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8364017,37.2422933,41
"T3P5","BW",2,"20/08/2022","19:19:00","-37.24231,148.8375767","Southern Boobook","","",NA,"right",254,"Yes",NA,100,320,"h","grey","idle","Eucalyptus ",1,"",1,0,NA,10242,"Ninox boobook",148.8375767,37.24231,42
"T3P5","CS",1,"20/08/2022","19:02:00","-37.242175,148.8383017","Mountain Brush-tailed Possum","","37.242175",148.8383017,"left",254,"Yes",NA,10.6,290,"s","grey","idle","Eucalyptus snow gum",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8383017,37.242175,43
"T3P5","CS",1,"20/08/2022","18:41:00","-37.2427317,148.8401383","Eastern Ring-tailed Possum","","37.2427317",148.8401383,"left",287,"Yes",NA,NA,110,"s","grey","idle","Eucalyptus ",1,"",1,0,NA,11129,"Pseudocheirus peregrinus",148.8401383,37.2427317,44
"T35P2","BW",2,"19/08/2022","21:27:00","-37.1460517,148.823945","Eastern Ring-tailed Possum","","",NA,"right",64,"Yes",NA,12,205,"s","grey","idle","Acacia dealbata ",1,"",1,0,NA,11129,"Pseudocheirus peregrinus",148.823945,37.1460517,45
"T35P2","BW",2,"19/08/2022","21:22:00","-37.1459983,148.82321","Southern Greater Glider","T35P2 bw 1","37.146439",148.823085,"right",64,"Yes",NA,33,173,"s","black","idle","Eucalyptus fastigata ",1,"",1,0,NA,11133,"Petauroides volans",148.82321,37.1459983,46
"T35P2","CS",1,"19/08/2022","21:15:00","-37.1461733,148.8237733","Eastern Ring-tailed Possum","","37.1464867",148.8225267,"right",64,"Yes",NA,14.2,240,"s","grey","idle","shrub",1,"",1,0,NA,11129,"Pseudocheirus peregrinus",148.8237733,37.1461733,47
"T35P2","BW",2,"19/08/2022","21:11:00","-37.1464317,148.82246","Mountain Brush-tailed Possum","","",NA,"right",64,"Yes",NA,7,105,"s","grey","idle","Acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.82246,37.1464317,48
"T35P2","BW",2,"19/08/2022","21:06:00","-37.1465467,148.822195","Mountain Brush-tailed Possum","","",NA,"left",64,"Yes",NA,26,85,"s","grey","idle","Acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.822195,37.1465467,49
"T35P2","CS",1,"19/08/2022","21:01:00","-37.1464867,148.8225267","Mountain Brush-tailed Possum","t35p2 cs 1","37.1464867",148.8225267,"right",64,"Yes",NA,16,115,"s","grey","idle","acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8225267,37.1464867,50
"T35P2","CS",1,"19/08/2022","20:50:00","-37.146865,148.821565","Mountain Brush-tailed Possum","t35p2 cs 1","37.146865",148.82156,"left",64,"Yes",NA,36.2,59,"s","grey","idle","acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.821565,37.146865,51
"T35P4","CS",2,"19/08/2022","19:41:00","-37.1335033,148.8105067","Southern Greater Glider","tp35p4 cs 6","37.133508",148.810117,"left",15,"No",260,15.2,269,"s","black","idle","Eucalyptus peppermint ",1,"",0,1,NA,11133,"Petauroides volans",148.8105067,37.1335033,52
"T35P4","CS",2,"19/08/2022","19:37:00","-37.1336867,148.809795","Southern Greater Glider","tp35p4 cs 5","37.133787",148.809956,"left",15,"No",235,26.4,246,"s","black","idle","Eucalyptus ",1,"",0,1,NA,11133,"Petauroides volans",148.809795,37.1336867,53
"T35P4","CS",2,"19/08/2022","19:32:00","-37.1340933,148.8097683","Southern Greater Glider","tp35p4 cs 4","37.133997",148.809852,"left",15,"No",235,22,212,"s","black","idle","Eucalyptus peppermint ",1,"",1,1,1,11133,"Petauroides volans",148.8097683,37.1340933,54
"T35P4","BW",1,"19/08/2022","19:26:00","-37.13345,148.81036","Mountain Brush-tailed Possum","","",NA,"right",32,"Yes",NA,100,380,"h","brown","idle","Acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.81036,37.13345,55
"T35P4","CS",2,"19/08/2022","19:22:00","-37.134365,148.8102367","Southern Greater Glider","tp35p4 cs 3","37.134523",148.80937,"left",15,"No",195,19.8,137,"s","black","idle","Eucalyptus ",1,"",1,1,1,11133,"Petauroides volans",148.8102367,37.134365,56
"T35P4","BW",1,"19/08/2022","19:24:00","-37.13345,148.81036","Southern Boobook","","",NA,"left",32,"Yes",NA,100,380,"h","brown","idle","",1,"",1,0,NA,10242,"Ninox boobook",148.81036,37.13345,57
"T35P4","CS",2,"19/08/2022","19:04:00","-37.13493,148.8094483","Southern Greater Glider","tp35p4 cs 2","37.135206",148.808915,"left",15,"Yes",40,37.6,58,"s","black","idle","Eucalyptus ",1,"",0,1,NA,11133,"Petauroides volans",148.8094483,37.13493,58
"T35P4","BW",1,"19/08/2022","19:04:00","-37.135205,148.8097683","Southern Greater Glider","T35P4 bw 2","37.134023",148.809795,"left",15,"Yes",NA,22,214,"s","brown","idle","Eucalyptus croajingolensis ",1,"",1,1,1,11133,"Petauroides volans",148.8097683,37.135205,59
"T35P4","CS",2,"19/08/2022","18:55:00","-37.1354617,148.8087017","Southern Greater Glider","tp35p4 cs 1","37.135513",148.808869,"left",15,"No",40,74.4,30,"s","black","idle","Eucalyptus ",1,"",0,1,NA,11133,"Petauroides volans",148.8087017,37.1354617,60
"T35P4","BW",1,"19/08/2022","18:58:00","-37.1410233,148.8111983","Southern Greater Glider","T35P4 bw 1","37.134413",148.80944,"left",15,"Yes",NA,16.2,166,"s","brown","idle","Eucalyptus denticulata ",1,"",1,1,1,11133,"Petauroides volans",148.8111983,37.1410233,61
"T35P4","BW",1,"19/08/2022","18:27:00","-37.1317433,148.8143","Southern Greater Glider","T35P4 bw 0","",NA,"right",70,"Yes",NA,20,600,"s","brown","idle","Eucalyptus croajingolensis ",1,"off transect during CPB",1,1,1,11133,"Petauroides volans",148.8143,37.1317433,62
"T3P3","CS",1,"17/08/2022","20:34:00","-37.2758983,148.8775683","Mountain Brush-tailed Possum","","",NA,"right",225,"Yes",NA,82.8,500,"s","grey","idle","acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8775683,37.2758983,63
"T3P2","JS",1,"17/08/2022","20:23:00","-37.272325,148.883885","Mountain Brush-tailed Possum","","",NA,"left",162,"No",NA,NA,5001,"s","grey","idle","Acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.883885,37.272325,64
"T3P3","CS",1,"17/08/2022","20:17:00","-37.2754,148.8792333","Mountain Brush-tailed Possum","","",NA,"right",265,"Yes",NA,17.8,390,"s","grey","idle","ground",2,"",1,0,NA,11115,"Trichosurus cunninghami",148.8792333,37.2754,65
"T3P3","CS",1,"17/08/2022","20:14:00","-37.2754433,148.8787617","Mountain Brush-tailed Possum","","",NA,"left",265,"Yes",NA,16.4,370,"s","grey","idle","stump",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8787617,37.2754433,66
"T3P3","CS",1,"17/08/2022","20:10:00","-37.2755783,148.8794667","Mountain Brush-tailed Possum","","",NA,"left",265,"Yes",NA,12.8,345,"s","grey","idle","stump",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8794667,37.2755783,67
"T3P3","CS",1,"17/08/2022","19:50:00","-37.2752417,148.8810967","Mountain Brush-tailed Possum","","",NA,"right",224,"Yes",NA,55.4,200,"s","grey","idle","eucalyptus denticulata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8810967,37.2752417,68
"T3P3","CS",1,"17/08/2022","19:43:00","-37.2751033,148.8816617","Mountain Brush-tailed Possum","","",NA,"left",224,"Yes",NA,59,140,"s","grey","idle","acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8816617,37.2751033,69
"T3P3","CS",1,"17/08/2022","19:35:00","-37.275045,148.8818317","Mountain Brush-tailed Possum","","",NA,"right",175,"Yes",NA,33,97,"s","grey","idle","acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8818317,37.275045,70
"T3P3","CS",1,"17/08/2022","19:30:00","-37.2739467,148.8819967","Mountain Brush-tailed Possum","","",NA,"left",175,"Yes",NA,25.6,52,"s","grey","idle","acacia dealbata ",2,"",1,0,NA,11115,"Trichosurus cunninghami",148.8819967,37.2739467,71
"T3P3","CS",1,"17/08/2022","19:25:00","-37.2707983,148.8903767","Mountain Brush-tailed Possum","","",NA,"right",175,"Yes",NA,19.8,33,"s","grey","idle","Tasmania lan",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8903767,37.2707983,72
"T3P3","CS",1,"17/08/2022","19:18:00","-37.27459,148.8826267","Mountain Brush-tailed Possum","","",NA,"right",175,"Yes",NA,31,20,"s","grey","idle","acacia dealbata ",1,"",1,0,NA,11115,"Trichosurus cunninghami",148.8826267,37.27459,73
